0,1,2,3,4,5,6,7,8,9,10,TextoStemmed
1489.1,granizo#NOUN,granizo,NOUN,,,1489.0,Type=Derivation,,{},,graniz
1490.0,granular#VERB,granular,VERB,,,,,,{},,granul
1490.1,granulação#NOUN,granulação,NOUN,,,1490.0,Type=Derivation,,{},,granul
1491.0,grasnar#VERB,grasnar,VERB,,,,,,{},,grasn
,grasnador#NOUN,grasnador,NOUN,,,,Type=Derivation,,,grasn,
1491.1,grasnada#NOUN,grasnada,NOUN,,,1491.0,Type=Derivation,,{},,grasn
1492.0,gratificar#VERB,gratificar,VERB,,,,,,{},,gratific
,gratificante#ADJ,gratificante,ADJ,,,,Type=Derivation,,,gratific,
1492.1,gratificação#NOUN,gratificação,NOUN,,,1492.0,Type=Derivation,,{},,gratific
1493.0,gratinar#VERB,gratinar,VERB,,,,,,{},,gratin
1493.1,gratinado#NOUN,gratinado,NOUN,,,1493.0,Type=Derivation,,{},,gratin
1494.0,gravar#VERB,gravar,VERB,,,,,,{},,grav
,gravidade#NOUN,gravidade,NOUN,,,,Type=Derivation,,,grav,
,gravemente#ADV,gravemente,ADV,,,,Type=Derivation,,,grav,
1494.1,gravador#NOUN,gravador,NOUN,,,1494.0,Type=Derivation,,{},,grav
1494.2,gravação#NOUN,gravação,NOUN,,,1494.0,Type=Derivation,,{},,grav
1494.3,gravura#NOUN,gravura,NOUN,,,1494.0,Type=Derivation,,{},,grav
1495.0,grelhar#VERB,grelhar,VERB,,,,,,{},,grelh
1495.1,grelhador#NOUN,grelhador,NOUN,,,1495.0,Type=Derivation,,{},,grelh
1496.0,gripar#VERB,gripar,VERB,,,,,,{},,grip
1496.1,gripe#NOUN,gripe,NOUN,,,1496.0,Type=Derivation,,{},,grip
1497.0,grunhir#VERB,grunhir,VERB,,,,,,{},,grunh
,grunhidor#NOUN,grunhidor,NOUN,,,,Type=Derivation,,,grunh,
1497.1,grunhido#NOUN,grunhido,NOUN,,,1497.0,Type=Derivation,,{},,grunh
1498.0,guardar#VERB,guardar,VERB,,,,,,{},,guard
1498.1,guardador#NOUN,guardador,NOUN,,,1498.0,Type=Derivation,,{},,guard
1499.0,guarnecer#VERB,guarnecer,VERB,,,,,,{},,guarnec
,guarnecimento#NOUN,guarnecimento,NOUN,,,,Type=Derivation,,,guarnec,
,guarnecedor#NOUN,guarnecedor,NOUN,,,,Type=Derivation,,,guarnec,
1499.1,guarnição#NOUN,guarnição,NOUN,,,1499.0,Type=Derivation,,{},,guarn
1500.0,guerrear#VERB,guerrear,VERB,,,,,,{},,guerr
1500.1,guerra#NOUN,guerra,NOUN,,,1500.0,Type=Derivation,,{},,guerr
1500.2,guerreiro#NOUN,guerreiro,NOUN,,,1500.0,Type=Derivation,,{},,guerr
1501.0,guetizar#VERB,guetizar,VERB,,,,,,{},,guetiz
1501.1,guetização#NOUN,guetização,NOUN,,,1501.0,Type=Derivation,,{},,guetiz
1502.0,guiar#VERB,guiar,VERB,,,,,,{},,gui
,guiamento#NOUN,guiamento,NOUN,,,,Type=Derivation,,,gui,
1502.1,guia#NOUN,guia,NOUN,,,1502.0,Type=Derivation,,{},,gui
1502.2,guiador#NOUN,guiador,NOUN,,,1502.0,Type=Derivation,,{},,gui
1503.0,habilitar#VERB,habilitar,VERB,,,,,,{},,habil
,habilidade#NOUN,habilidade,NOUN,,,,Type=Derivation,,,habil,
1503.1,habilitação#NOUN,habilitação,NOUN,,,1503.0,Type=Derivation,,{},,habilit
1504.0,habitar#VERB,habitar,VERB,,,,,,{},,habit
,habitável#ADJ,habitável,ADJ,,,,Type=Derivation,,,habit,
,habitualmente#ADV,habitualmente,ADV,,,,Type=Derivation,,,habit,
,habitação#NOUN,habitação,NOUN,,,,Type=Derivation,,,habit,
1504.1,habitador#NOUN,habitador,NOUN,,,1504.0,Type=Derivation,,{},,habit
1504.2,habitante#NOUN,habitante,NOUN,,,1504.0,Type=Derivation,,{},,habit
1505.0,harmonizar#VERB,harmonizar,VERB,,,,,,{},,harmon
1505.1,harmonia#NOUN,harmonia,NOUN,,,1505.0,Type=Derivation,,{},,harmon
1505.2,harmonização#NOUN,harmonização,NOUN,,,1505.0,Type=Derivation,,{},,harmon
1506.0,hegemonizar#VERB,hegemonizar,VERB,,,,,,{},,hegemon
1506.1,hegemonização#NOUN,hegemonização,NOUN,,,1506.0,Type=Derivation,,{},,hegemon
1507.0,herdar#VERB,herdar,VERB,,,,,,{},,herd
1507.1,herança#NOUN,herança,NOUN,,,1507.0,Type=Derivation,,{},,heranç
1507.2,herdador#NOUN,herdador,NOUN,,,1507.0,Type=Derivation,,{},,herd
1507.3,herdeiro#NOUN,herdeiro,NOUN,,,1507.0,Type=Derivation,,{},,herd
1508.0,hesitar#VERB,hesitar,VERB,,,,,,{},,hesit
,hesitantemente#ADV,hesitantemente,ADV,,,,Type=Derivation,,,hesit,
,hesitante#ADJ,hesitante,ADJ,,,,Type=Derivation,,,hesit,
1508.1,hesitação#NOUN,hesitação,NOUN,,,1508.0,Type=Derivation,,{},,hesit
1509.0,hidratar#VERB,hidratar,VERB,,,,,,{},,hidrat
,hidratável#ADJ,hidratável,ADJ,,,,Type=Derivation,,,hidrat,
,hidratante#ADJ,hidratante,ADJ,,,,Type=Derivation,,,hidrat,
1509.1,hidratação#NOUN,hidratação,NOUN,,,1509.0,Type=Derivation,,{},,hidrat
1510.0,hidrogenar#VERB,hidrogenar,VERB,,,,,,{},,hidrogen
1510.1,hidrogenação#NOUN,hidrogenação,NOUN,,,1510.0,Type=Derivation,,{},,hidrogen
1511.0,hierarquizar#VERB,hierarquizar,VERB,,,,,,{},,hierarqu
1511.1,hierarquização#NOUN,hierarquização,NOUN,,,1511.0,Type=Derivation,,{},,hierarqu
1512.0,higienizar#VERB,higienizar,VERB,,,,,,{},,higien
1512.1,higienização#NOUN,higienização,NOUN,,,1512.0,Type=Derivation,,{},,higien
1513.0,hipnotizar#VERB,hipnotizar,VERB,,,,,,{},,hipno
1513.1,hipnotizador#NOUN,hipnotizador,NOUN,,,1513.0,Type=Derivation,,{},,hipnotiz
1514.0,hipotecar#VERB,hipotecar,VERB,,,,,,{},,hipotec
,hipotecável#ADJ,hipotecável,ADJ,,,,Type=Derivation,,,hipotec,
1514.1,hipoteca#NOUN,hipoteca,NOUN,,,1514.0,Type=Derivation,,{},,hipotec
1515.0,historiar#VERB,historiar,VERB,,,,,,{},,histori
1515.1,historiador#NOUN,historiador,NOUN,,,1515.0,Type=Derivation,,{},,histori
1516.0,homenagear#VERB,homenagear,VERB,,,,,,{},,homenag
1516.1,homenageado#NOUN,homenageado,NOUN,,,1516.0,Type=Derivation,,{},,homenage
1517.0,homogeneizar#VERB,homogeneizar,VERB,,,,,,{},,homogene
,homogeneidade#NOUN,homogeneidade,NOUN,,,,Type=Derivation,,,homogene,
,homogeneamente#ADV,homogeneamente,ADV,,,,Type=Derivation,,,homogene,
1517.1,homogeneização#NOUN,homogeneização,NOUN,,,1517.0,Type=Derivation,,{},,homogene
1518.0,homologar#VERB,homologar,VERB,,,,,,{},,homolog
,homologável#ADJ,homologável,ADJ,,,,Type=Derivation,,,homolog,
1518.1,homologante#NOUN,homologante,NOUN,,,1518.0,Type=Derivation,,{},,homolog
1518.2,homologação#NOUN,homologação,NOUN,,,1518.0,Type=Derivation,,{},,homolog
1519.0,horrorizar#VERB,horrorizar,VERB,,,,,,{},,horror
1519.1,horror#NOUN,horror,NOUN,,,1519.0,Type=Derivation,,{},,horr
1520.0,hospitalizar#VERB,hospitalizar,VERB,,,,,,{},,hospital
,hospitalidade#NOUN,hospitalidade,NOUN,,,,Type=Derivation,,,hospital,
,hospitalar#ADJ,hospitalar,ADJ,,,,Type=Derivation,,,hospital,
1520.1,hospitalização#NOUN,hospitalização,NOUN,,,1520.0,Type=Derivation,,{},,hospit
1521.0,hostilizar#VERB,hostilizar,VERB,,,,,,{},,hostil
,hostilmente#ADV,hostilmente,ADV,,,,Type=Derivation,,,hostil,
1521.1,hostilidade#NOUN,hostilidade,NOUN,,,1521.0,Type=Derivation,,{},,hostil
1521.2,hostilização#NOUN,hostilização,NOUN,,,1521.0,Type=Derivation,,{},,hostil
1522.0,humanizar#VERB,humanizar,VERB,,,,,,{},,human
,humanistamente#ADV,humanistamente,ADV,,,,Type=Derivation,,,human,
,humanidade#NOUN,humanidade,NOUN,,,,Type=Derivation,,,human,
,humanamente#ADV,humanamente,ADV,,,,Type=Derivation,,,human,
1522.1,humanização#NOUN,humanização,NOUN,,,1522.0,Type=Derivation,,{},,human
1523.0,humilhar#VERB,humilhar,VERB,,,,,,{},,humilh
,humilhantemente#ADV,humilhantemente,ADV,,,,Type=Derivation,,,humilh,
,humilhante#ADJ,humilhante,ADJ,,,,Type=Derivation,,,humilh,
1523.1,humilhação#NOUN,humilhação,NOUN,,,1523.0,Type=Derivation,,{},,humilh
1524.0,idealizar#VERB,idealizar,VERB,,,,,,{},,ideal
,idealmente#ADV,idealmente,ADV,,,,Type=Derivation,,,ideal,
,idealistamente#ADV,idealistamente,ADV,,,,Type=Derivation,,,ideal,
,idealidade#NOUN,idealidade,NOUN,,,,Type=Derivation,,,ideal,
1524.1,idealizador#NOUN,idealizador,NOUN,,,1524.0,Type=Derivation,,{},,idealiz
1524.2,idealização#NOUN,idealização,NOUN,,,1524.0,Type=Derivation,,{},,ideal
1525.0,identificar#VERB,identificar,VERB,,,,,,{},,identific
,identificável#ADJ,identificável,ADJ,,,,Type=Derivation,,,identific,
,identificador#NOUN,identificador,NOUN,,,,Type=Derivation,,,identific,
1525.1,identificação#NOUN,identificação,NOUN,,,1525.0,Type=Derivation,,{},,identific
1526.0,ideologizar#VERB,ideologizar,VERB,,,,,,{},,ideolog
1526.1,ideologização#NOUN,ideologização,NOUN,,,1526.0,Type=Derivation,,{},,ideolog
1527.0,ignorar#VERB,ignorar,VERB,,,,,,{},,ignor
,ignorável#ADJ,ignorável,ADJ,,,,Type=Derivation,,,ignor,
,ignorante#ADJ,ignorante,ADJ,,,,Type=Derivation,,,ignor,
1527.1,ignorância#NOUN,ignorância,NOUN,,,1527.0,Type=Derivation,,{},,ignor
1528.0,igualizar#VERB,igualizar,VERB,,,,,,{},,igual
,igualável#ADJ,igualável,ADJ,,,,Type=Derivation,,,igual,
,igualmente#ADV,igualmente,ADV,,,,Type=Derivation,,,igual,
,igualação#NOUN,igualação,NOUN,,,,Type=Derivation,,,igual,
1528.1,igualizador#NOUN,igualizador,NOUN,,,1528.0,Type=Derivation,,{},,igualiz
1528.2,igualização#NOUN,igualização,NOUN,,,1528.0,Type=Derivation,,{},,igual
1529.0,ilegalizar#VERB,ilegalizar,VERB,,,,,,{},,ilegal
1529.1,ilegalização#NOUN,ilegalização,NOUN,,,1529.0,Type=Derivation,,{},,ilegal
1530.0,ilhar#VERB,ilhar,VERB,,,,,,{},,ilh
1530.1,ilhamento#NOUN,ilhamento,NOUN,,,1530.0,Type=Derivation,,{},,ilh
1531.0,iludir#VERB,iludir,VERB,,,,,,{},,ilud
,iludível#ADJ,iludível,ADJ,,,,Type=Derivation,,,ilud,
1531.1,ilusão#NOUN,ilusão,NOUN,,,1531.0,Type=Derivation,,{},,ilusã
1532.0,iluminar#VERB,iluminar,VERB,,,,,,{},,ilumin
1532.1,iluminado#NOUN,iluminado,NOUN,,,1532.0,Type=Derivation,,{},,ilumin
1532.2,iluminador#NOUN,iluminador,NOUN,,,1532.0,Type=Derivation,,{},,ilumin
1532.3,iluminamento#NOUN,iluminamento,NOUN,,,1532.0,Type=Derivation,,{},,ilumin
1532.4,iluminação#NOUN,iluminação,NOUN,,,1532.0,Type=Derivation,,{},,ilumin
1532.5,iluminura#NOUN,iluminura,NOUN,,,1532.0,Type=Derivation,,{},,ilumin
1533.0,ilustrar#VERB,ilustrar,VERB,,,,,,{},,ilustr
1533.1,ilustrador#NOUN,ilustrador,NOUN,,,1533.0,Type=Derivation,,{},,ilustr
1533.2,ilustração#NOUN,ilustração,NOUN,,,1533.0,Type=Derivation,,{},,ilustr
1534.0,imaginar#VERB,imaginar,VERB,,,,,,{},,imagin
,imaginável#ADJ,imaginável,ADJ,,,,Type=Derivation,,,imagin,
,imaginariamente#ADV,imaginariamente,ADV,,,,Type=Derivation,,,imagin,
1534.1,imagem#NOUN,imagem,NOUN,,,1534.0,Type=Derivation,,{},,imag
1534.2,imaginador#NOUN,imaginador,NOUN,,,1534.0,Type=Derivation,,{},,imagin
1534.3,imaginação#NOUN,imaginação,NOUN,,,1534.0,Type=Derivation,,{},,imagin
1535.0,imergir#VERB,imergir,VERB,,,,,,{},,imerg
,imergente#ADJ,imergente,ADJ,,,,Type=Derivation,,,imerg,
1535.1,imersão#NOUN,imersão,NOUN,,,1535.0,Type=Derivation,,{},,imers
1536.0,imigrar#VERB,imigrar,VERB,,,,,,{},,imigr
1536.1,imigrante#NOUN,imigrante,NOUN,,,1536.0,Type=Derivation,,{},,imigr
1536.2,imigração#NOUN,imigração,NOUN,,,1536.0,Type=Derivation,,{},,imigr
1537.0,imitar#VERB,imitar,VERB,,,,,,{},,imit
,imitável#ADJ,imitável,ADJ,,,,Type=Derivation,,,imit,
,imitante#ADJ,imitante,ADJ,,,,Type=Derivation,,,imit,
1537.1,imitador#NOUN,imitador,NOUN,,,1537.0,Type=Derivation,,{},,imit
1537.2,imitação#NOUN,imitação,NOUN,,,1537.0,Type=Derivation,,{},,imit
1538.0,imobilizar#VERB,imobilizar,VERB,,,,,,{},,imobil
,imobilidade#NOUN,imobilidade,NOUN,,,,Type=Derivation,,,imobil,
1538.1,imobilização#NOUN,imobilização,NOUN,,,1538.0,Type=Derivation,,{},,imobil
1539.0,impacientar#VERB,impacientar,VERB,,,,,,{},,impacient
1539.1,impaciência#NOUN,impaciência,NOUN,,,1539.0,Type=Derivation,,{},,impaci
1540.0,impactar#VERB,impactar,VERB,,,,,,{},,impact
,impactante#ADJ,impactante,ADJ,,,,Type=Derivation,,,impact,
1540.1,impacto#NOUN,impacto,NOUN,,,1540.0,Type=Derivation,,{},,impact
1541.0,impedir#VERB,impedir,VERB,,,,,,{},,imped
,impedição#NOUN,impedição,NOUN,,,,Type=Derivation,,,imped,
1541.1,impedimento#NOUN,impedimento,NOUN,,,1541.0,Type=Derivation,,{},,imped
1542.0,impelir#VERB,impelir,VERB,,,,,,{},,impel
1542.1,impulso#NOUN,impulso,NOUN,,,1542.0,Type=Derivation,,{},,impuls
1543.0,imperar#VERB,imperar,VERB,,,,,,{},,imper
,imperialmente#ADV,imperialmente,ADV,,,,Type=Derivation,,,imper,
,imperante#ADJ,imperante,ADJ,,,,Type=Derivation,,,imper,
1543.1,imperador#NOUN,imperador,NOUN,,,1543.0,Type=Derivation,,{},,imper
1544.0,impermeabilizar#VERB,impermeabilizar,VERB,,,,,,{},,impermeabil
1544.1,impermeabilização#NOUN,impermeabilização,NOUN,,,1544.0,Type=Derivation,,{},,impermeabil
1545.0,implantar#VERB,implantar,VERB,,,,,,{},,implant
1545.1,implantação#NOUN,implantação,NOUN,,,1545.0,Type=Derivation,,{},,implant
1545.2,implante#NOUN,implante,NOUN,,,1545.0,Type=Derivation,,{},,impl
1546.0,implementar#VERB,implementar,VERB,,,,,,{},,implement
,implementável#ADJ,implementável,ADJ,,,,Type=Derivation,,,implement,
1546.1,implementador#NOUN,implementador,NOUN,,,1546.0,Type=Derivation,,{},,implement
1546.2,implementação#NOUN,implementação,NOUN,,,1546.0,Type=Derivation,,{},,implement
1546.3,implemento#NOUN,implemento,NOUN,,,1546.0,Type=Derivation,,{},,implement
1547.0,implicar#VERB,implicar,VERB,,,,,,{},,implic
,implicante#ADJ,implicante,ADJ,,,,Type=Derivation,,,implic,
1547.1,implicação#NOUN,implicação,NOUN,,,1547.0,Type=Derivation,,{},,implic
1547.2,implicância#NOUN,implicância,NOUN,,,1547.0,Type=Derivation,,{},,implic
1548.0,implodir#VERB,implodir,VERB,,,,,,{},,implod
1548.1,implosão#NOUN,implosão,NOUN,,,1548.0,Type=Derivation,,{},,implos
1549.0,impor#VERB,impor,VERB,,,,,,{},,imp
1549.1,imposição#NOUN,imposição,NOUN,,,1549.0,Type=Derivation,,{},,impos
1550.0,importar#VERB,importar,VERB,,,,,,{},,import
,importável#ADJ,importável,ADJ,,,,Type=Derivation,,,import,
,importante#ADJ,importante,ADJ,,,,Type=Derivation,,,import,
1550.1,importador#NOUN,importador,NOUN,,,1550.0,Type=Derivation,,{},,import
1550.2,importação#NOUN,importação,NOUN,,,1550.0,Type=Derivation,,{},,import
1550.3,importância#NOUN,importância,NOUN,,,1550.0,Type=Derivation,,{},,import
1551.0,impregnar#VERB,impregnar,VERB,,,,,,{},,impregn
1551.1,impregnação#NOUN,impregnação,NOUN,,,1551.0,Type=Derivation,,{},,impregn
1552.0,impressionar#VERB,impressionar,VERB,,,,,,"{""was_in_family_with"": ""1553.0""}",,impress
1552.1,impressão#NOUN,impressão,NOUN,,,1552.0,Type=Derivation,,"{""other_parents"": ""1553.0""}",,impress
1553.0,imprimir#VERB,imprimir,VERB,,,,,,"{""was_in_family_with"": ""1552.0""}",,imprim
,imprimível#ADJ,imprimível,ADJ,,,,Type=Derivation,,,imprim,
,imprimação#NOUN,imprimação,NOUN,,,,Type=Derivation,,,imprim,
1553.1,impressora#NOUN,impressora,NOUN,,,1553.0,Type=Derivation,,{},,impres
1554.0,improvisar#VERB,improvisar,VERB,,,,,,{},,improvis
,improvisável#ADJ,improvisável,ADJ,,,,Type=Derivation,,,improvis,
,improvisante#ADJ,improvisante,ADJ,,,,Type=Derivation,,,improvis,
,improvisamente#ADV,improvisamente,ADV,,,,Type=Derivation,,,improvis,
1554.1,improvisador#NOUN,improvisador,NOUN,,,1554.0,Type=Derivation,,{},,improvis
1554.2,improvisação#NOUN,improvisação,NOUN,,,1554.0,Type=Derivation,,{},,improvis
1554.3,improviso#NOUN,improviso,NOUN,,,1554.0,Type=Derivation,,{},,improvis
1555.0,impugnar#VERB,impugnar,VERB,,,,,,{},,impugn
,impugnável#ADJ,impugnável,ADJ,,,,Type=Derivation,,,impugn,
,impugnantemente#ADV,impugnantemente,ADV,,,,Type=Derivation,,,impugn,
,impugnante#ADJ,impugnante,ADJ,,,,Type=Derivation,,,impugn,
,impugnador#NOUN,impugnador,NOUN,,,,Type=Derivation,,,impugn,
1555.1,impugnação#NOUN,impugnação,NOUN,,,1555.0,Type=Derivation,,{},,impugn
1556.0,impulsionar#VERB,impulsionar,VERB,,,,,,{},,impuls
,impulsividade#NOUN,impulsividade,NOUN,,,,Type=Derivation,,,impuls,
1556.1,impulsionador#NOUN,impulsionador,NOUN,,,1556.0,Type=Derivation,,{},,impulsion
1556.2,impulsão#NOUN,impulsão,NOUN,,,1556.0,Type=Derivation,,{},,impuls
1557.0,imputar#VERB,imputar,VERB,,,,,,{},,imput
,imputável#ADJ,imputável,ADJ,,,,Type=Derivation,,,imput,
,imputabilidade#NOUN,imputabilidade,NOUN,,,,Type=Derivation,,,imput,
1557.1,imputação#NOUN,imputação,NOUN,,,1557.0,Type=Derivation,,{},,imput
1558.0,imunizar#VERB,imunizar,VERB,,,,,,{},,imuniz
,imunizante#ADJ,imunizante,ADJ,,,,Type=Derivation,,,imuniz,
,imunizador#NOUN,imunizador,NOUN,,,,Type=Derivation,,,imuniz,
1558.1,imunização#NOUN,imunização,NOUN,,,1558.0,Type=Derivation,,{},,imuniz
1559.0,inadequar#VERB,inadequar,VERB,,,,,,{},,inadequ
,inadequável#ADJ,inadequável,ADJ,,,,Type=Derivation,,,inadequ,
1559.1,inadequação#NOUN,inadequação,NOUN,,,1559.0,Type=Derivation,,{},,inadequ
1560.0,inalar#VERB,inalar,VERB,,,,,,{},,inal
,inalante#ADJ,inalante,ADJ,,,,Type=Derivation,,,inal,
1560.1,inalador#NOUN,inalador,NOUN,,,1560.0,Type=Derivation,,{},,inal
1560.2,inalação#NOUN,inalação,NOUN,,,1560.0,Type=Derivation,,{},,inal
1561.0,inanir#VERB,inanir,VERB,,,,,,{},,inan
,inanidade#NOUN,inanidade,NOUN,,,,Type=Derivation,,,inan,
1561.1,inanição#NOUN,inanição,NOUN,,,1561.0,Type=Derivation,,{},,inan
1562.0,inativar#VERB,inativar,VERB,,,,,,{},,inativ
1562.1,inativação#NOUN,inativação,NOUN,,,1562.0,Type=Derivation,,{},,inativ
1563.0,inaugurar#VERB,inaugurar,VERB,,,,,,{},,inaugur
1563.1,inaugurador#NOUN,inaugurador,NOUN,,,1563.0,Type=Derivation,,{},,inaugur
1563.2,inauguração#NOUN,inauguração,NOUN,,,1563.0,Type=Derivation,,{},,inaugur
1564.0,incendiar#VERB,incendiar,VERB,,,,,,{},,incendi
1564.1,incêndio#NOUN,incêndio,NOUN,,,1564.0,Type=Derivation,,{},,incêndi
1565.0,incentivar#VERB,incentivar,VERB,,,,,,{},,incentiv
1565.1,incentivador#NOUN,incentivador,NOUN,,,1565.0,Type=Derivation,,{},,incentiv
1565.2,incentivo#NOUN,incentivo,NOUN,,,1565.0,Type=Derivation,,{},,incen
1566.0,inchar#VERB,inchar,VERB,,,,,,{},,inch
1566.1,inchamento#NOUN,inchamento,NOUN,,,1566.0,Type=Derivation,,{},,inch
1566.2,inchaço#NOUN,inchaço,NOUN,,,1566.0,Type=Derivation,,{},,inch
1566.3,inchação#NOUN,inchação,NOUN,,,1566.0,Type=Derivation,,{},,inch
1567.0,incidir#VERB,incidir,VERB,,,,,,{},,incid
,incidentemente#ADV,incidentemente,ADV,,,,Type=Derivation,,,incid,
,incidente#ADJ,incidente,ADJ,,,,Type=Derivation,,,incid,
1567.1,incidência#NOUN,incidência,NOUN,,,1567.0,Type=Derivation,,{},,incid
1568.0,incinerar#VERB,incinerar,VERB,,,,,,{},,inciner
1568.1,incinerador#NOUN,incinerador,NOUN,,,1568.0,Type=Derivation,,{},,inciner
1568.2,incineração#NOUN,incineração,NOUN,,,1568.0,Type=Derivation,,{},,inciner
1569.0,incitar#VERB,incitar,VERB,,,,,,{},,incit
,incitável#ADJ,incitável,ADJ,,,,Type=Derivation,,,incit,
,incitante#ADJ,incitante,ADJ,,,,Type=Derivation,,,incit,
,incitabilidade#NOUN,incitabilidade,NOUN,,,,Type=Derivation,,,incit,
1569.1,incitador#NOUN,incitador,NOUN,,,1569.0,Type=Derivation,,{},,incit
1569.2,incitamento#NOUN,incitamento,NOUN,,,1569.0,Type=Derivation,,{},,incit
1569.3,incitação#NOUN,incitação,NOUN,,,1569.0,Type=Derivation,,{},,incit
1570.0,inclinar#VERB,inclinar,VERB,,,,,,{},,inclin
,inclinável#ADJ,inclinável,ADJ,,,,Type=Derivation,,,inclin,
1570.1,inclinação#NOUN,inclinação,NOUN,,,1570.0,Type=Derivation,,{},,inclin
1571.0,incluir#VERB,incluir,VERB,,,,,,{},,inclu
1571.1,inclusão#NOUN,inclusão,NOUN,,,1571.0,Type=Derivation,,{},,inclus
1572.0,incomodar#VERB,incomodar,VERB,,,,,,{},,incomod
,incomodante#ADJ,incomodante,ADJ,,,,Type=Derivation,,,incomod,
,incomodamente#ADV,incomodamente,ADV,,,,Type=Derivation,,,incomod,
1572.1,incómodo#NOUN,incómodo,NOUN,,,1572.0,Type=Derivation,,{},,incómod
1573.0,incorporar#VERB,incorporar,VERB,,,,,,{},,incorpor
,incorporável#ADJ,incorporável,ADJ,,,,Type=Derivation,,,incorpor,
1573.1,incorporada#NOUN,incorporada,NOUN,,,1573.0,Type=Derivation,,{},,incorpor
1573.2,incorporador#NOUN,incorporador,NOUN,,,1573.0,Type=Derivation,,{},,incorpor
1573.3,incorporação#NOUN,incorporação,NOUN,,,1573.0,Type=Derivation,,{},,incorpor
1574.0,incrementar#VERB,incrementar,VERB,,,,,,{},,increment
1574.1,incremento#NOUN,incremento,NOUN,,,1574.0,Type=Derivation,,{},,increment
1575.0,incubar#VERB,incubar,VERB,,,,,,{},,incub
,incubador#NOUN,incubador,NOUN,,,,Type=Derivation,,,incub,
1575.1,incubação#NOUN,incubação,NOUN,,,1575.0,Type=Derivation,,{},,incub
1576.0,incumbir#VERB,incumbir,VERB,,,,,,{},,incumb
1576.1,incumbente#NOUN,incumbente,NOUN,,,1576.0,Type=Derivation,,{},,incumb
1576.2,incumbência#NOUN,incumbência,NOUN,,,1576.0,Type=Derivation,,{},,incumb
1577.0,indagar#VERB,indagar,VERB,,,,,,{},,indag
,indagável#ADJ,indagável,ADJ,,,,Type=Derivation,,,indag,
1577.1,indagador#NOUN,indagador,NOUN,,,1577.0,Type=Derivation,,{},,indag
1577.2,indagação#NOUN,indagação,NOUN,,,1577.0,Type=Derivation,,{},,indag
1578.0,indefinir#VERB,indefinir,VERB,,,,,,{},,indefin
,indefinível#ADJ,indefinível,ADJ,,,,Type=Derivation,,,indefin,
1578.1,indefinição#NOUN,indefinição,NOUN,,,1578.0,Type=Derivation,,{},,indefin
1579.0,indenizar#VERB,indenizar,VERB,,,,,,{},,inden
,indenidade#NOUN,indenidade,NOUN,,,,Type=Derivation,,,inden,
1579.1,indenizador#NOUN,indenizador,NOUN,,,1579.0,Type=Derivation,,{},,indeniz
1579.2,indenização#NOUN,indenização,NOUN,,,1579.0,Type=Derivation,,{},,inden
1580.0,indeterminar#VERB,indeterminar,VERB,,,,,,{},,indetermin
,indeterminável#ADJ,indeterminável,ADJ,,,,Type=Derivation,,,indetermin,
1580.1,indeterminação#NOUN,indeterminação,NOUN,,,1580.0,Type=Derivation,,{},,indetermin
1581.0,indexar#VERB,indexar,VERB,,,,,,{},,index
1581.1,indexador#NOUN,indexador,NOUN,,,1581.0,Type=Derivation,,{},,index
1581.2,indexação#NOUN,indexação,NOUN,,,1581.0,Type=Derivation,,{},,index
1581.3,índice#NOUN,índice,NOUN,,,1581.0,Type=Derivation,,{},,índic
1582.0,indicar#VERB,indicar,VERB,,,,,,{},,indic
,indiciamento#NOUN,indiciamento,NOUN,,,,Type=Derivation,,,indic,
,indicante#ADJ,indicante,ADJ,,,,Type=Derivation,,,indic,
1582.1,indicador#NOUN,indicador,NOUN,,,1582.0,Type=Derivation,,{},,indic
1582.2,indicação#NOUN,indicação,NOUN,,,1582.0,Type=Derivation,,{},,indic
1583.0,indiciar#VERB,indiciar,VERB,,,,,,{},,indici
1583.1,indiciador#NOUN,indiciador,NOUN,,,1583.0,Type=Derivation,,{},,indici
1584.0,indignar#VERB,indignar,VERB,,,,,,{},,indign
,indignidade#NOUN,indignidade,NOUN,,,,Type=Derivation,,,indign,
,indignante#ADJ,indignante,ADJ,,,,Type=Derivation,,,indign,
,indignamente#ADV,indignamente,ADV,,,,Type=Derivation,,,indign,
1584.1,indignação#NOUN,indignação,NOUN,,,1584.0,Type=Derivation,,{},,indign
1585.0,indisciplinar#VERB,indisciplinar,VERB,,,,,,{},,indisciplin
,indisciplinável#ADJ,indisciplinável,ADJ,,,,Type=Derivation,,,indisciplin,
1585.1,indisciplina#NOUN,indisciplina,NOUN,,,1585.0,Type=Derivation,,{},,indisciplin
1586.0,indispor#VERB,indispor,VERB,,,,,,{},,indisp
1586.1,indisposição#NOUN,indisposição,NOUN,,,1586.0,Type=Derivation,,{},,indispos
1587.0,individualizar#VERB,individualizar,VERB,,,,,,{},,individual
,individualidade#NOUN,individualidade,NOUN,,,,Type=Derivation,,,individual,
1587.1,individualização#NOUN,individualização,NOUN,,,1587.0,Type=Derivation,,{},,individu
1588.0,industrializar#VERB,industrializar,VERB,,,,,,{},,industrial
1588.1,industrialização#NOUN,industrialização,NOUN,,,1588.0,Type=Derivation,,{},,industri
1589.0,induzir#VERB,induzir,VERB,,,,,,{},,induz
,induzível#ADJ,induzível,ADJ,,,,Type=Derivation,,,induz,
1589.1,induzimento#NOUN,induzimento,NOUN,,,1589.0,Type=Derivation,,{},,induz
