0,1,2,3,4,5,6,7,8,9,10,TextoStemmed
,compensável#ADJ,compensável,ADJ,,,,Type=Derivation,,,compens,
522.1,compensação#NOUN,compensação,NOUN,,,522.0,Type=Derivation,,{},,compens
523.0,competir#VERB,competir,VERB,,,,,,{},,compet
,competentemente#ADV,competentemente,ADV,,,,Type=Derivation,,,compet,
,competente#ADJ,competente,ADJ,,,,Type=Derivation,,,compet,
523.1,competidor#NOUN,competidor,NOUN,,,523.0,Type=Derivation,,{},,compet
523.2,competição#NOUN,competição,NOUN,,,523.0,Type=Derivation,,{},,compet
524.0,compilar#VERB,compilar,VERB,,,,,,{},,compil
,compilável#ADJ,compilável,ADJ,,,,Type=Derivation,,,compil,
524.1,compilador#NOUN,compilador,NOUN,,,524.0,Type=Derivation,,{},,compil
524.2,compilação#NOUN,compilação,NOUN,,,524.0,Type=Derivation,,{},,compil
525.0,complementar#VERB,complementar,VERB,,,,,,"{""was_in_family_with"": ""526.0""}",,complement
525.1,complementação#NOUN,complementação,NOUN,,,525.0,Type=Derivation,,{},,complement
525.2,complemento#NOUN,complemento,NOUN,,,525.0,Type=Derivation,,"{""other_parents"": ""526.0""}",,complement
526.0,completar#VERB,completar,VERB,,,,,,"{""was_in_family_with"": ""525.0""}",,complet
,completível#ADJ,completível,ADJ,,,,Type=Derivation,,,complet,
,completamente#ADV,completamente,ADV,,,,Type=Derivation,,,complet,
526.1,completamento#NOUN,completamento,NOUN,,,526.0,Type=Derivation,,{},,complet
527.0,complexar#VERB,complexar,VERB,,,,,,{},,complex
,complexidade#NOUN,complexidade,NOUN,,,,Type=Derivation,,,complex,
,complexante#ADJ,complexante,ADJ,,,,Type=Derivation,,,complex,
,complexamente#ADV,complexamente,ADV,,,,Type=Derivation,,,complex,
527.1,complexação#NOUN,complexação,NOUN,,,527.0,Type=Derivation,,{},,complex
528.0,complicar#VERB,complicar,VERB,,,,,,{},,complic
528.1,complicada#NOUN,complicada,NOUN,,,528.0,Type=Derivation,,{},,complic
528.2,complicador#NOUN,complicador,NOUN,,,528.0,Type=Derivation,,{},,complic
528.3,complicação#NOUN,complicação,NOUN,,,528.0,Type=Derivation,,{},,complic
529.0,compor#VERB,compor,VERB,,,,,,{},,comp
529.1,compositor#NOUN,compositor,NOUN,,,529.0,Type=Derivation,,{},,composi
529.2,composição#NOUN,composição,NOUN,,,529.0,Type=Derivation,,{},,compos
530.0,comportar#VERB,comportar,VERB,,,,,,{},,comport
,comportável#ADJ,comportável,ADJ,,,,Type=Derivation,,,comport,
530.1,comportamento#NOUN,comportamento,NOUN,,,530.0,Type=Derivation,,{},,comport
531.0,comprar#VERB,comprar,VERB,,,,,,{},,compr
,comprável#ADJ,comprável,ADJ,,,,Type=Derivation,,,compr,
,comprimento#NOUN,comprimento,NOUN,,,,Type=Derivation,,,compr,
531.1,compra#NOUN,compra,NOUN,,,531.0,Type=Derivation,,{},,compr
531.2,comprador#NOUN,comprador,NOUN,,,531.0,Type=Derivation,,{},,compr
532.0,compreender#VERB,compreender,VERB,,,,,,{},,compreend
532.1,compreendedor#NOUN,compreendedor,NOUN,,,532.0,Type=Derivation,,{},,compreend
532.2,compreensão#NOUN,compreensão,NOUN,,,532.0,Type=Derivation,,{},,compreens
533.0,comprimir#VERB,comprimir,VERB,,,,,,{},,comprim
533.1,compressor#NOUN,compressor,NOUN,,,533.0,Type=Derivation,,{},,compres
533.2,compressão#NOUN,compressão,NOUN,,,533.0,Type=Derivation,,{},,compress
534.0,comprometer#VERB,comprometer,VERB,,,,,,{},,compromet
534.1,comprometido#NOUN,comprometido,NOUN,,,534.0,Type=Derivation,,{},,compromet
534.2,comprometimento#NOUN,comprometimento,NOUN,,,534.0,Type=Derivation,,{},,compromet
534.3,compromisso#NOUN,compromisso,NOUN,,,534.0,Type=Derivation,,{},,compromiss
535.0,comprovar#VERB,comprovar,VERB,,,,,,{},,comprov
,comprovável#ADJ,comprovável,ADJ,,,,Type=Derivation,,,comprov,
,comprovante#ADJ,comprovante,ADJ,,,,Type=Derivation,,,comprov,
535.1,comprovação#NOUN,comprovação,NOUN,,,535.0,Type=Derivation,,{},,comprov
536.0,computar#VERB,computar,VERB,,,,,,{},,comput
,computável#ADJ,computável,ADJ,,,,Type=Derivation,,,comput,
536.1,computador#NOUN,computador,NOUN,,,536.0,Type=Derivation,,{},,comput
536.2,computação#NOUN,computação,NOUN,,,536.0,Type=Derivation,,{},,comput
537.0,comungar#VERB,comungar,VERB,,,,,,"{""was_in_family_with"": ""538.0""}",,comung
,comungante#ADJ,comungante,ADJ,,,,Type=Derivation,,,comung,
538.0,comunhar#VERB,comunhar,VERB,,,,,,"{""was_in_family_with"": ""537.0""}",,comunh
538.1,comunhão#NOUN,comunhão,NOUN,,,538.0,Type=Derivation,,"{""other_parents"": ""537.0""}",,comunh
539.0,comunicar#VERB,comunicar,VERB,,,,,,{},,comunic
,comunicável#ADJ,comunicável,ADJ,,,,Type=Derivation,,,comunic,
,comunicante#ADJ,comunicante,ADJ,,,,Type=Derivation,,,comunic,
,comunicabilidade#NOUN,comunicabilidade,NOUN,,,,Type=Derivation,,,comunic,
539.1,comunicador#NOUN,comunicador,NOUN,,,539.0,Type=Derivation,,{},,comunic
539.2,comunicação#NOUN,comunicação,NOUN,,,539.0,Type=Derivation,,{},,comunic
540.0,comunitarizar#VERB,comunitarizar,VERB,,,,,,{},,comunitar
540.1,comunitarização#NOUN,comunitarização,NOUN,,,540.0,Type=Derivation,,{},,comunitar
541.0,comutar#VERB,comutar,VERB,,,,,,{},,comut
,comutável#ADJ,comutável,ADJ,,,,Type=Derivation,,,comut,
541.1,comutador#NOUN,comutador,NOUN,,,541.0,Type=Derivation,,{},,comut
541.2,comutação#NOUN,comutação,NOUN,,,541.0,Type=Derivation,,{},,comut
542.0,conceber#VERB,conceber,VERB,,,,,,{},,conceb
,concebível#ADJ,concebível,ADJ,,,,Type=Derivation,,,conceb,
542.1,concepção#NOUN,concepção,NOUN,,,542.0,Type=Derivation,,{},,concepç
543.0,conceder#VERB,conceder,VERB,,,,,,{},,conced
,concedível#ADJ,concedível,ADJ,,,,Type=Derivation,,,conced,
,concedente#ADJ,concedente,ADJ,,,,Type=Derivation,,,conced,
543.1,concessionária#NOUN,concessionária,NOUN,,,543.0,Type=Derivation,,{},,concessionár
543.2,concessão#NOUN,concessão,NOUN,,,543.0,Type=Derivation,,{},,concess
544.0,conceitualizar#VERB,conceitualizar,VERB,,,,,,{},,conceitual
544.1,conceitualização#NOUN,conceitualização,NOUN,,,544.0,Type=Derivation,,{},,conceitu
545.0,conceituar#VERB,conceituar,VERB,,,,,,{},,conceitu
,conceituável#ADJ,conceituável,ADJ,,,,Type=Derivation,,,conceitu,
545.1,conceituação#NOUN,conceituação,NOUN,,,545.0,Type=Derivation,,{},,conceitu
546.0,concentrar#VERB,concentrar,VERB,,,,,,{},,concentr
546.1,concentrado#NOUN,concentrado,NOUN,,,546.0,Type=Derivation,,{},,concentr
546.2,concentrador#NOUN,concentrador,NOUN,,,546.0,Type=Derivation,,{},,concentr
546.3,concentração#NOUN,concentração,NOUN,,,546.0,Type=Derivation,,{},,concentr
547.0,conceptualizar#VERB,conceptualizar,VERB,,,,,,{},,conceptual
547.1,conceptualização#NOUN,conceptualização,NOUN,,,547.0,Type=Derivation,,{},,conceptu
548.0,concertar#VERB,concertar,VERB,,,,,,{},,concert
548.1,concerto#NOUN,concerto,NOUN,,,548.0,Type=Derivation,,{},,concert
549.0,conchavar#VERB,conchavar,VERB,,,,,,{},,conchav
549.1,conchavo#NOUN,conchavo,NOUN,,,549.0,Type=Derivation,,{},,conchav
550.0,conciliar#VERB,conciliar,VERB,,,,,,{},,concili
,conciliável#ADJ,conciliável,ADJ,,,,Type=Derivation,,,concili,
550.1,conciliador#NOUN,conciliador,NOUN,,,550.0,Type=Derivation,,{},,concili
550.2,conciliação#NOUN,conciliação,NOUN,,,550.0,Type=Derivation,,{},,concili
551.0,concluir#VERB,concluir,VERB,,,,,,{},,conclu
551.1,conclusão#NOUN,conclusão,NOUN,,,551.0,Type=Derivation,,{},,conclus
552.0,concordar#VERB,concordar,VERB,,,,,,{},,concord
,concordável#ADJ,concordável,ADJ,,,,Type=Derivation,,,concord,
,concordante#ADJ,concordante,ADJ,,,,Type=Derivation,,,concord,
552.1,concordância#NOUN,concordância,NOUN,,,552.0,Type=Derivation,,{},,concord
553.0,concorrer#VERB,concorrer,VERB,,,,,,{},,concorr
553.1,concorrente#NOUN,concorrente,NOUN,,,553.0,Type=Derivation,,{},,concorr
553.2,concorrência#NOUN,concorrência,NOUN,,,553.0,Type=Derivation,,{},,concorr
554.0,concretizar#VERB,concretizar,VERB,,,,,,{},,concre
554.1,concretização#NOUN,concretização,NOUN,,,554.0,Type=Derivation,,{},,concre
554.2,concretrização#NOUN,concretrização,NOUN,,,554.0,Type=Derivation,,{},,concretr
555.0,concursar#VERB,concursar,VERB,,,,,,{},,concurs
555.1,concurso#NOUN,concurso,NOUN,,,555.0,Type=Derivation,,{},,concurs
556.0,concutir#VERB,concutir,VERB,,,,,,{},,concut
556.1,concussão#NOUN,concussão,NOUN,,,556.0,Type=Derivation,,{},,concuss
557.0,condecorar#VERB,condecorar,VERB,,,,,,{},,condecor
,condecorável#ADJ,condecorável,ADJ,,,,Type=Derivation,,,condecor,
557.1,condecoração#NOUN,condecoração,NOUN,,,557.0,Type=Derivation,,{},,condecor
558.0,condenar#VERB,condenar,VERB,,,,,,{},,conden
,condenável#ADJ,condenável,ADJ,,,,Type=Derivation,,,conden,
558.1,condenado#NOUN,condenado,NOUN,,,558.0,Type=Derivation,,{},,conden
558.2,condenação#NOUN,condenação,NOUN,,,558.0,Type=Derivation,,{},,conden
559.0,condensar#VERB,condensar,VERB,,,,,,{},,condens
,condensável#ADJ,condensável,ADJ,,,,Type=Derivation,,,condens,
,condense#ADJ,condense,ADJ,,,,Type=Derivation,,,condens,
559.1,condensador#NOUN,condensador,NOUN,,,559.0,Type=Derivation,,{},,condens
559.2,condensação#NOUN,condensação,NOUN,,,559.0,Type=Derivation,,{},,condens
560.0,condescender#VERB,condescender,VERB,,,,,,{},,condescend
560.1,condescendência#NOUN,condescendência,NOUN,,,560.0,Type=Derivation,,{},,condescend
561.0,condicionar#VERB,condicionar,VERB,,,,,,{},,condic
,condicionalmente#ADV,condicionalmente,ADV,,,,Type=Derivation,,,condic,
561.1,condicionador#NOUN,condicionador,NOUN,,,561.0,Type=Derivation,,{},,condicion
561.2,condição#NOUN,condição,NOUN,,,561.0,Type=Derivation,,{},,cond
562.0,conduzir#VERB,conduzir,VERB,,,,,,{},,conduz
562.1,conduta#NOUN,conduta,NOUN,,,562.0,Type=Derivation,,{},,condut
562.2,conduto#NOUN,conduto,NOUN,,,562.0,Type=Derivation,,{},,condut
562.3,condutor#NOUN,condutor,NOUN,,,562.0,Type=Derivation,,{},,condu
562.4,condução#NOUN,condução,NOUN,,,562.0,Type=Derivation,,{},,conduç
563.0,conectar#VERB,conectar,VERB,,,,,,{},,conect
,conectividade#NOUN,conectividade,NOUN,,,,Type=Derivation,,,conect,
563.1,conexão#NOUN,conexão,NOUN,,,563.0,Type=Derivation,,{},,conex
564.0,confabular#VERB,confabular,VERB,,,,,,{},,confabul
564.1,confabular#NOUN,confabular,NOUN,,,564.0,Type=Derivation,,{},,confabul
564.2,confabulação#NOUN,confabulação,NOUN,,,564.0,Type=Derivation,,{},,confabul
565.0,confeccionar#VERB,confeccionar,VERB,,,,,,{},,confecc
565.1,confeccionador#NOUN,confeccionador,NOUN,,,565.0,Type=Derivation,,{},,confeccion
565.2,confecção#NOUN,confecção,NOUN,,,565.0,Type=Derivation,,{},,confecç
566.0,confederar#VERB,confederar,VERB,,,,,,{},,confeder
566.1,confederado#NOUN,confederado,NOUN,,,566.0,Type=Derivation,,{},,confeder
566.2,confederação#NOUN,confederação,NOUN,,,566.0,Type=Derivation,,{},,confeder
567.0,conferir#VERB,conferir,VERB,,,,,,{},,confer
,conferível#ADJ,conferível,ADJ,,,,Type=Derivation,,,confer,
,conferição#NOUN,conferição,NOUN,,,,Type=Derivation,,,confer,
,conferente#ADJ,conferente,ADJ,,,,Type=Derivation,,,confer,
567.1,conferência#NOUN,conferência,NOUN,,,567.0,Type=Derivation,,{},,confer
568.0,confessar#VERB,confessar,VERB,,,,,,{},,confess
,confessamente#ADV,confessamente,ADV,,,,Type=Derivation,,,confess,
568.1,confessor#NOUN,confessor,NOUN,,,568.0,Type=Derivation,,{},,confes
568.2,confissão#NOUN,confissão,NOUN,,,568.0,Type=Derivation,,{},,confiss
569.0,confiar#VERB,confiar,VERB,,,,,,{},,confi
,confiável#ADJ,confiável,ADJ,,,,Type=Derivation,,,confi,
,confiantemente#ADV,confiantemente,ADV,,,,Type=Derivation,,,confi,
,confiante#ADJ,confiante,ADJ,,,,Type=Derivation,,,confi,
569.1,confiabilidade#NOUN,confiabilidade,NOUN,,,569.0,Type=Derivation,,{},,confi
569.2,confiança#NOUN,confiança,NOUN,,,569.0,Type=Derivation,,{},,confianç
570.0,confidenciar#VERB,confidenciar,VERB,,,,,,{},,confidenci
570.1,confidente#NOUN,confidente,NOUN,,,570.0,Type=Derivation,,{},,confid
570.2,confidência#NOUN,confidência,NOUN,,,570.0,Type=Derivation,,{},,confid
571.0,configurar#VERB,configurar,VERB,,,,,,{},,configur
,configurável#ADJ,configurável,ADJ,,,,Type=Derivation,,,configur,
571.1,configuração#NOUN,configuração,NOUN,,,571.0,Type=Derivation,,{},,configur
572.0,confinar#VERB,confinar,VERB,,,,,,{},,confin
,confinável#ADJ,confinável,ADJ,,,,Type=Derivation,,,confin,
,confinação#NOUN,confinação,NOUN,,,,Type=Derivation,,,confin,
,confinante#ADJ,confinante,ADJ,,,,Type=Derivation,,,confin,
572.1,confinador#NOUN,confinador,NOUN,,,572.0,Type=Derivation,,{},,confin
572.2,confinamento#NOUN,confinamento,NOUN,,,572.0,Type=Derivation,,{},,confin
573.0,confirmar#VERB,confirmar,VERB,,,,,,{},,confirm
,confirmante#ADJ,confirmante,ADJ,,,,Type=Derivation,,,confirm,
,confirmador#NOUN,confirmador,NOUN,,,,Type=Derivation,,,confirm,
573.1,confirmação#NOUN,confirmação,NOUN,,,573.0,Type=Derivation,,{},,confirm
574.0,conflagrar#VERB,conflagrar,VERB,,,,,,{},,conflagr
574.1,conflagrador#NOUN,conflagrador,NOUN,,,574.0,Type=Derivation,,{},,conflagr
574.2,conflagração#NOUN,conflagração,NOUN,,,574.0,Type=Derivation,,{},,conflagr
575.0,conflitar#VERB,conflitar,VERB,,,,,,{},,confl
575.1,conflito#NOUN,conflito,NOUN,,,575.0,Type=Derivation,,{},,conflit
576.0,confluir#VERB,confluir,VERB,,,,,,{},,conflu
,confluente#ADJ,confluente,ADJ,,,,Type=Derivation,,,conflu,
576.1,confluência#NOUN,confluência,NOUN,,,576.0,Type=Derivation,,{},,conflu
577.0,conformar#VERB,conformar,VERB,,,,,,{},,conform
577.1,conformante#NOUN,conformante,NOUN,,,577.0,Type=Derivation,,{},,conform
577.2,conformação#NOUN,conformação,NOUN,,,577.0,Type=Derivation,,{},,conform
577.3,conformidade#NOUN,conformidade,NOUN,,,577.0,Type=Derivation,,{},,conform
577.4,conformista#NOUN,conformista,NOUN,,,577.0,Type=Derivation,,{},,conform
578.0,confortar#VERB,confortar,VERB,,,,,,{},,confort
,confortável#ADJ,confortável,ADJ,,,,Type=Derivation,,,confort,
,confortante#ADJ,confortante,ADJ,,,,Type=Derivation,,,confort,
578.1,conforto#NOUN,conforto,NOUN,,,578.0,Type=Derivation,,{},,confort
579.0,confraternizar#VERB,confraternizar,VERB,,,,,,{},,confratern
,confraternidade#NOUN,confraternidade,NOUN,,,,Type=Derivation,,,confratern,
579.1,confraternização#NOUN,confraternização,NOUN,,,579.0,Type=Derivation,,{},,confratern
580.0,confrontar#VERB,confrontar,VERB,,,,,,{},,confront
,confrontável#ADJ,confrontável,ADJ,,,,Type=Derivation,,,confront,
,confronte#ADJ,confronte,ADJ,,,,Type=Derivation,,,confront,
,confrontação#NOUN,confrontação,NOUN,,,,Type=Derivation,,,confront,
,confrontante#ADJ,confrontante,ADJ,,,,Type=Derivation,,,confront,
,confrontador#NOUN,confrontador,NOUN,,,,Type=Derivation,,,confront,
580.1,confronto#NOUN,confronto,NOUN,,,580.0,Type=Derivation,,{},,confront
581.0,confundir#VERB,confundir,VERB,,,,,,{},,confund
,confundível#ADJ,confundível,ADJ,,,,Type=Derivation,,,confund,
581.1,confusão#NOUN,confusão,NOUN,,,581.0,Type=Derivation,,{},,confus
582.0,congelar#VERB,congelar,VERB,,,,,,{},,congel
,congelável#ADJ,congelável,ADJ,,,,Type=Derivation,,,congel,
582.1,congelador#NOUN,congelador,NOUN,,,582.0,Type=Derivation,,{},,congel
582.2,congelamento#NOUN,congelamento,NOUN,,,582.0,Type=Derivation,,{},,congel
583.0,congestionar#VERB,congestionar,VERB,,,,,,{},,congest
583.1,congestionamento#NOUN,congestionamento,NOUN,,,583.0,Type=Derivation,,{},,congestion
584.0,congratular#VERB,congratular,VERB,,,,,,{},,congratul
,congratulante#ADJ,congratulante,ADJ,,,,Type=Derivation,,,congratul,
,congratulador#NOUN,congratulador,NOUN,,,,Type=Derivation,,,congratul,
584.1,congratulação#NOUN,congratulação,NOUN,,,584.0,Type=Derivation,,{},,congratul
585.0,congregar#VERB,congregar,VERB,,,,,,{},,congreg
585.1,congregação#NOUN,congregação,NOUN,,,585.0,Type=Derivation,,{},,congreg
586.0,conhecer#VERB,conhecer,VERB,,,,,,{},,conhec
,conhecível#ADJ,conhecível,ADJ,,,,Type=Derivation,,,conhec,
586.1,conhecedor#NOUN,conhecedor,NOUN,,,586.0,Type=Derivation,,{},,conhec
586.2,conhecimento#NOUN,conhecimento,NOUN,,,586.0,Type=Derivation,,{},,conhec
587.0,conivir#VERB,conivir,VERB,,,,,,{},,coniv
,conivente#ADJ,conivente,ADJ,,,,Type=Derivation,,,coniv,
587.1,conivência#NOUN,conivência,NOUN,,,587.0,Type=Derivation,,{},,coniv
588.0,conjecturar#VERB,conjecturar,VERB,,,,,,{},,conjectur
,conjecturável#ADJ,conjecturável,ADJ,,,,Type=Derivation,,,conjectur,
588.1,conjectura#NOUN,conjectura,NOUN,,,588.0,Type=Derivation,,{},,conject
589.0,conjugar#VERB,conjugar,VERB,,,,,,{},,conjug
,conjugável#ADJ,conjugável,ADJ,,,,Type=Derivation,,,conjug,
,conjugalmente#ADV,conjugalmente,ADV,,,,Type=Derivation,,,conjug,
589.1,conjugação#NOUN,conjugação,NOUN,,,589.0,Type=Derivation,,{},,conjug
590.0,conotar#VERB,conotar,VERB,,,,,,{},,conot
590.1,conotação#NOUN,conotação,NOUN,,,590.0,Type=Derivation,,{},,conot
591.0,conquistar#VERB,conquistar,VERB,,,,,,{},,conquist
,conquistável#ADJ,conquistável,ADJ,,,,Type=Derivation,,,conquist,
,conquistense#ADJ,conquistense,ADJ,,,,Type=Derivation,,,conquist,
591.1,conquista#NOUN,conquista,NOUN,,,591.0,Type=Derivation,,{},,conqu
591.2,conquistador#NOUN,conquistador,NOUN,,,591.0,Type=Derivation,,{},,conquist
592.0,consagrar#VERB,consagrar,VERB,,,,,,{},,consagr
592.1,consagração#NOUN,consagração,NOUN,,,592.0,Type=Derivation,,{},,consagr
593.0,consciencializar#VERB,consciencializar,VERB,,,,,,{},,consciencial
593.1,consciencialização#NOUN,consciencialização,NOUN,,,593.0,Type=Derivation,,{},,conscienci
594.0,conscientizar#VERB,conscientizar,VERB,,,,,,{},,conscien
594.1,conscientização#NOUN,conscientização,NOUN,,,594.0,Type=Derivation,,{},,conscien
595.0,conseguir#VERB,conseguir,VERB,,,,,,{},,consegu
,conseguível#ADJ,conseguível,ADJ,,,,Type=Derivation,,,consegu,
,conseguimento#NOUN,conseguimento,NOUN,,,,Type=Derivation,,,consegu,
595.1,consecução#NOUN,consecução,NOUN,,,595.0,Type=Derivation,,{},,consecuç
596.0,consensualizar#VERB,consensualizar,VERB,,,,,,{},,consensual
596.1,consensualização#NOUN,consensualização,NOUN,,,596.0,Type=Derivation,,{},,consensu
597.0,consentir#VERB,consentir,VERB,,,,,,{},,consent
597.1,consentimento#NOUN,consentimento,NOUN,,,597.0,Type=Derivation,,{},,consent
598.0,consertar#VERB,consertar,VERB,,,,,,{},,consert
,consertável#ADJ,consertável,ADJ,,,,Type=Derivation,,,consert,
598.1,consertador#NOUN,consertador,NOUN,,,598.0,Type=Derivation,,{},,consert
598.2,conserto#NOUN,conserto,NOUN,,,598.0,Type=Derivation,,{},,consert
599.0,conservar#VERB,conservar,VERB,,,,,,{},,conserv
,conservável#ADJ,conservável,ADJ,,,,Type=Derivation,,,conserv,
,conservante#ADJ,conservante,ADJ,,,,Type=Derivation,,,conserv,
599.1,conservador#NOUN,conservador,NOUN,,,599.0,Type=Derivation,,{},,conserv
599.2,conservação#NOUN,conservação,NOUN,,,599.0,Type=Derivation,,{},,conserv
600.0,considerar#VERB,considerar,VERB,,,,,,{},,consider
,considerável#ADJ,considerável,ADJ,,,,Type=Derivation,,,consider,
600.1,consideração#NOUN,consideração,NOUN,,,600.0,Type=Derivation,,{},,consider
601.0,consignar#VERB,consignar,VERB,,,,,,{},,consign
,consignável#ADJ,consignável,ADJ,,,,Type=Derivation,,,consign,
,consignante#ADJ,consignante,ADJ,,,,Type=Derivation,,,consign,
601.1,consignação#NOUN,consignação,NOUN,,,601.0,Type=Derivation,,{},,consign
602.0,consoar#VERB,consoar,VERB,,,,,,{},,conso
,consoante#ADJ,consoante,ADJ,,,,Type=Derivation,,,conso,
602.1,consoada#NOUN,consoada,NOUN,,,602.0,Type=Derivation,,{},,conso
603.0,consolar#VERB,consolar,VERB,,,,,,{},,consol
,consolável#ADJ,consolável,ADJ,,,,Type=Derivation,,,consol,
603.1,consolador#NOUN,consolador,NOUN,,,603.0,Type=Derivation,,{},,consol
603.2,consolação#NOUN,consolação,NOUN,,,603.0,Type=Derivation,,{},,consol
603.3,consolo#NOUN,consolo,NOUN,,,603.0,Type=Derivation,,{},,consol
604.0,consolidar#VERB,consolidar,VERB,,,,,,{},,consolid
604.1,consolidação#NOUN,consolidação,NOUN,,,604.0,Type=Derivation,,{},,consolid
605.0,conspirar#VERB,conspirar,VERB,,,,,,{},,conspir
,conspirável#ADJ,conspirável,ADJ,,,,Type=Derivation,,,conspir,
605.1,conspirador#NOUN,conspirador,NOUN,,,605.0,Type=Derivation,,{},,conspir
605.2,conspiração#NOUN,conspiração,NOUN,,,605.0,Type=Derivation,,{},,conspir
606.0,constatar#VERB,constatar,VERB,,,,,,{},,constat
,constatável#ADJ,constatável,ADJ,,,,Type=Derivation,,,constat,
606.1,constatação#NOUN,constatação,NOUN,,,606.0,Type=Derivation,,{},,constat
607.0,consternar#VERB,consternar,VERB,,,,,,{},,constern
,consternável#ADJ,consternável,ADJ,,,,Type=Derivation,,,constern,
607.1,consternação#NOUN,consternação,NOUN,,,607.0,Type=Derivation,,{},,constern
608.0,constipar#VERB,constipar,VERB,,,,,,{},,constip
608.1,constipação#NOUN,constipação,NOUN,,,608.0,Type=Derivation,,{},,constip
609.0,constitucionalizar#VERB,constitucionalizar,VERB,,,,,,{},,constitucional
,constitucionalidade#NOUN,constitucionalidade,NOUN,,,,Type=Derivation,,,constitucional,
609.1,constitucionalização#NOUN,constitucionalização,NOUN,,,609.0,Type=Derivation,,{},,constitucion
610.0,constituir#VERB,constituir,VERB,,,,,,{},,constitu
610.1,constituinte#NOUN,constituinte,NOUN,,,610.0,Type=Derivation,,{},,constituint
610.2,constituição#NOUN,constituição,NOUN,,,610.0,Type=Derivation,,{},,constitu
611.0,constringir#VERB,constringir,VERB,,,,,,{},,constring
,constringentemente#ADV,constringentemente,ADV,,,,Type=Derivation,,,constring,
,constringente#ADJ,constringente,ADJ,,,,Type=Derivation,,,constring,
611.1,constrição#NOUN,constrição,NOUN,,,611.0,Type=Derivation,,{},,constr
612.0,construir#VERB,construir,VERB,,,,,,{},,constru
612.1,construtor#NOUN,construtor,NOUN,,,612.0,Type=Derivation,,{},,constru
612.2,construção#NOUN,construção,NOUN,,,612.0,Type=Derivation,,{},,construç
613.0,consultar#VERB,consultar,VERB,,,,,,{},,consult
,consultável#ADJ,consultável,ADJ,,,,Type=Derivation,,,consult,
613.1,consulta#NOUN,consulta,NOUN,,,613.0,Type=Derivation,,{},,consult
613.2,consultor#NOUN,consultor,NOUN,,,613.0,Type=Derivation,,{},,consult
614.0,consumir#VERB,consumir,VERB,,,,,,{},,consum
,consumível#ADJ,consumível,ADJ,,,,Type=Derivation,,,consum,
614.1,consumação#NOUN,consumação,NOUN,,,614.0,Type=Derivation,,{},,consum
614.2,consumidor#NOUN,consumidor,NOUN,,,614.0,Type=Derivation,,{},,consum
614.3,consumição#NOUN,consumição,NOUN,,,614.0,Type=Derivation,,{},,consum
614.4,consumo#NOUN,consumo,NOUN,,,614.0,Type=Derivation,,{},,consum
615.0,contabilizar#VERB,contabilizar,VERB,,,,,,{},,contabil
,contabilidade#NOUN,contabilidade,NOUN,,,,Type=Derivation,,,contabil,
615.1,contabilização#NOUN,contabilização,NOUN,,,615.0,Type=Derivation,,{},,contabil
616.0,contactar#VERB,contactar,VERB,,,,,,"{""was_in_family_with"": ""619.0""}",,contact
617.0,contaminar#VERB,contaminar,VERB,,,,,,{},,contamin
,contaminável#ADJ,contaminável,ADJ,,,,Type=Derivation,,,contamin,
,contaminador#NOUN,contaminador,NOUN,,,,Type=Derivation,,,contamin,
617.1,contaminante#NOUN,contaminante,NOUN,,,617.0,Type=Derivation,,{},,contamin
617.2,contaminação#NOUN,contaminação,NOUN,,,617.0,Type=Derivation,,{},,contamin
618.0,contar#VERB,contar,VERB,,,,,,{},,cont
,contável#ADJ,contável,ADJ,,,,Type=Derivation,,,cont,
,contente#ADJ,contente,ADJ,,,,Type=Derivation,,,cont,
618.1,conta#NOUN,conta,NOUN,,,618.0,Type=Derivation,,{},,cont
618.2,contador#NOUN,contador,NOUN,,,618.0,Type=Derivation,,{},,cont
618.3,contagem#NOUN,contagem,NOUN,,,618.0,Type=Derivation,,{},,cont
619.0,contatar#VERB,contatar,VERB,,,,,,"{""was_in_family_with"": ""616.0""}",,contat
,contatável#ADJ,contatável,ADJ,,,,Type=Derivation,,,contat,
619.1,contato#NOUN,contato,NOUN,,,619.0,Type=Derivation,,"{""other_parents"": ""616.0""}",,contat
620.0,contemplar#VERB,contemplar,VERB,,,,,,{},,contempl
620.1,contemplador#NOUN,contemplador,NOUN,,,620.0,Type=Derivation,,{},,contempl
620.2,contemplação#NOUN,contemplação,NOUN,,,620.0,Type=Derivation,,{},,contempl
621.0,contemporizar#VERB,contemporizar,VERB,,,,,,{},,contempor
621.1,contemporização#NOUN,contemporização,NOUN,,,621.0,Type=Derivation,,{},,contempor
622.0,contender#VERB,contender,VERB,,,,,,{},,contend
,contendense#ADJ,contendense,ADJ,,,,Type=Derivation,,,contend,
,contendedor#NOUN,contendedor,NOUN,,,,Type=Derivation,,,contend,
622.1,contendor#NOUN,contendor,NOUN,,,622.0,Type=Derivation,,{},,conten
623.0,contentar#VERB,contentar,VERB,,,,,,{},,content
,contentável#ADJ,contentável,ADJ,,,,Type=Derivation,,,content,
623.1,contentamento#NOUN,contentamento,NOUN,,,623.0,Type=Derivation,,{},,content
624.0,conter#VERB,conter,VERB,,,,,,{},,cont
,contável#ADJ,contável,ADJ,,,,Type=Derivation,,,cont,
,contente#ADJ,contente,ADJ,,,,Type=Derivation,,,cont,
624.1,contenção#NOUN,contenção,NOUN,,,624.0,Type=Derivation,,{},,contenç
